2.08722, 2.267829
-3.333995, 0.9358953
-1.149, -4.144894
3.994823, 1.682564
3.799882, 3.385262
-2.85399, 2.187106
-3.555005, 1.970887
2.912525, 0.8625903
-1.380696, 1.400904
2.251876, -4.417197
-4.119397, 5.168927
2.696232, 3.625235
-1.063092, -0.05145526
1.885922, 1.190019
-2.132377, -3.40292
-0.05493856, 1.583928
-2.07392, 1.661808
2.883374, 0.7202941
-3.807576, -0.2799897
0.709208, -3.03307
-1.511785, 0.7461609
-2.357607, -5.723104
4.092279, -5.266506
-0.01419161, -0.5874744
-4.790143, -5.369891
-0.7470955, 0.2941961
0.5378792, 2.022985
0.2166642, -0.6081217
-5.106481, -0.09303453
2.214838, 0.6887899
-5.354501, -0.5464951
0.2101745, 1.564285
-1.708277, 0.9157643
0.6167763, -0.9824385
-0.04774806, -5.332624
-5.19478, -1.026594
-5.160038, -1.005396
-1.038055, -4.543229
-5.867339, -0.6114585
1.259713, -3.569337
-5.650524, -1.677343
-5.674651, -2.79073
-0.1005343, 1.173071
-3.204346, 0.4279015
1.03431, 1.009456
